name,url,height_mdpl,province,image_url,description
Dempo,https://datagunung.com/gunung/Dempo/info,,Unknown,https://datagunung.com/images/mobile-Dempo.webp,"Gunung Dempo adalah gunung berapi kerucut yang terletak di Kabupaten Pagaralam, Sumatra Selatan, Indonesia. Gunung ini memiliki ketinggian sekitar 3.173 meter di atas permukaan laut, menjadikannya sebagai gunung tertinggi di wilayah Sumatra Selatan.

Gunung Dempo merupakan gunung api yang masih aktif dan terakhir kali meletus pada tahun 2009. Gunung ini juga dikenal sebagai salah satu gunung api yang paling aktif di Sumatra Selatan.

Gunung Dempo memiliki jalur pendakian yang cukup populer bagi para pendaki yang ingin menikmati pemandangan indah di sekitar gunung dan mencapai puncaknya. Terdapat beberapa jalur pendakian yang tersedia, namun jalur yang paling umum adalah melalui kawasan wisata air terjun Puncak Lawang, dengan rute pendakian yang relatif mudah dan diperkirakan dapat diselesaikan dalam waktu sekitar 5-7 jam.

Selain menjadi tujuan wisata pendakian, Gunung Dempo juga dikenal sebagai sumber penghasil kopi berkualitas tinggi di wilayah Sumatra Selatan. Di sekitar gunung terdapat banyak kebun kopi yang dapat dikunjungi oleh wisatawan untuk melihat proses produksi kopi secara langsung."
Welirang,https://datagunung.com/gunung/Welirang/info,,Unknown,https://datagunung.com/images/mobile-Arjuno-Welirang.webp,Gunung Welirang berada di provinsi Jawa Timur dengan ketinggian 3156 mdpl.
Sindoro,https://datagunung.com/gunung/Sindoro/info,,Unknown,https://datagunung.com/images/mobile-Sindoro.webp,"Gunung Sindoro memiliki tingkat kesulitan yang bervariasi tergantung pada jalur pendakian yang dipilih. Berikut adalah ringkasan tingkat kesulitan pendakian pada beberapa jalur pendakian Gunung Sindoro:

Jalur Kledung: Jalur ini dianggap memiliki tingkat kesulitan yang cukup mudah. Pendakian dapat ditempuh dalam waktu sekitar 5-6 jam. Namun, tetap disarankan untuk membawa peralatan pendakian yang memadai seperti sepatu gunung yang nyaman, pakaian hangat, serta peralatan makan dan minum yang cukup.

Jalur Sigedang: Jalur ini dianggap memiliki tingkat kesulitan yang lebih sulit dibandingkan dengan jalur Kledung. Jalur ini memerlukan waktu sekitar 7-8 jam untuk mencapai puncak Gunung Sindoro. Jalur ini juga memiliki medan yang cukup terjal dan bebatuan yang licin pada beberapa titiknya."
Merbabu,https://datagunung.com/gunung/Merbabu/info,,Unknown,https://datagunung.com/images/mobile-Merbabu.webp,"Gunung Merbabu terletak dalam kawasan Taman Nasional Gunung Merbabu, dan dapat dikunjungi melalui Semarang, Magelang atau Boyolali.
Gunung Merbabu memiliki 5 jalur pendakian resmi yang dapat ditempuh dalam waktu antara 8 hingga 11 jam. Gunung ini memiliki beberap area yang disebut puncak, dengan puncak tertinggi 3142 mdpl dikenal dengan nama Kenteng Songo. Kawasan Taman Nasional Gunung Merbabu memiliki website resmi https://tngunungmerbabu.org yang memiliki infografik unik yang memberikan ilustrasi semua jalur pendakian resmi, lengkap dengan informasi pos, ketinggian dan perkiraan lama perjalanan."
Agung,https://datagunung.com/gunung/Agung/info,,Unknown,https://datagunung.com/images/mobile-Agung.webp,"Merupakan gunung tertinggi di Bali, terletak di Kecamatan Rendang, Kabupaten Karangasem. Pada lereng gunung terdapat pura Besakih.

Gunung Agung merupakan gunung berapi bertipe strato.

Jalur pendakian:
- Dari Kecamatan Selat, Kabupaten Karangasem. Basecamp di pura Pasar Agung lewat Pasar Selat.
- Dari pura Besakih, Kecamatan Rendang, Kabupaten Karangasem.
- Dari Budakeling"
Leuser,https://datagunung.com/gunung/Leuser/info,,Unknown,https://datagunung.com/images/mobile-Leuser.webp,"Salah satu gunung di Indonesia dengan jalur pendakian yang sangat jauh.
Berdasarkan informasi dari situs pendakianleuser.wordpress.com, jalur utama pendakian gunung Leuser sepajang +- 51 km dapat ditempuh dalam 7 hingga 8 hari."
Argopuro,https://datagunung.com/gunung/Argopuro/info,,Unknown,https://datagunung.com/images/mobile-Argopuro.webp,"Argopuro, gunung yang memiliki trek terpanjang di Jawa Timur. Dua jalur mencapai puncak via Bremi atau  Baderan, menyajikan pemandangan yang tidak mudah dilupakan."
Ciremai,https://datagunung.com/gunung/Ciremai/info,,Unknown,https://datagunung.com/images/mobile-Ciremai.webp,"Gunung Ciremai adalah sebuah gunung berapi yang terletak di wilayah Jawa Barat, Indonesia. Gunung ini memiliki ketinggian 3.078 meter di atas permukaan laut dan merupakan gunung tertinggi di Provinsi Jawa Barat.

Gunung Ciremai terletak di wilayah Kabupaten Kuningan dan Kabupaten Majalengka. Gunung ini merupakan salah satu gunung berapi yang masih aktif di Indonesia, namun saat ini tidak tercatat adanya aktivitas vulkanik yang signifikan.

Gunung Ciremai memiliki pemandangan alam yang indah dan merupakan salah satu objek wisata alam yang populer di Jawa Barat. Di sekitar gunung terdapat hutan yang masih lebat, air terjun yang eksotis, dan terdapat pula beberapa makam kuno yang dipercaya sebagai tempat peristirahatan raja-raja dari kerajaan yang pernah berkuasa di wilayah tersebut.

Untuk mencapai puncak Gunung Ciremai, terdapat beberapa rute pendakian yang bisa dipilih, di antaranya adalah rute Linggarjati, rute Apuy, rute Palutungan, dan rute Cibodas. Beberapa rute pendakian tersebut memiliki tingkat kesulitan yang berbeda-beda, namun secara umum cukup menantang dan membutuhkan stamina yang baik.

Bagi para pendaki, puncak Gunung Ciremai menawarkan pemandangan yang spektakuler dengan panorama alam yang indah. Dari puncak, kita bisa melihat pemandangan gunung-gunung lainnya di Jawa Barat, seperti Gunung Gede, Gunung Pangrango, dan Gunung Salak. Selain itu, dari puncak juga terlihat hamparan sawah dan perkebunan yang menyejukkan mata."
Binaiya,https://datagunung.com/gunung/Binaiya/info,,Unknown,https://datagunung.com/images/mobile-Binaiya.webp,"Gunung Binaiya terletak di pulau Seram provinsi Maluku, dengan ketinggian 3027 mdpl. Gunung ini berada dalam area Taman Nasional Manusela.

Gunung Binaiya juga merupakan bagian dari 7 Puncak Indonesia."
Pangrango,https://datagunung.com/gunung/Pangrango/info,,Unknown,https://datagunung.com/images/mobile-Pangrango.webp,"Gunung Pangrango adalah salah satu gunung yang terletak di Provinsi Jawa Barat, Indonesia. Gunung ini terletak di kawasan Taman Nasional Gunung Gede Pangrango, yang merupakan salah satu kawasan konservasi alam yang penting di Indonesia. Taman Nasional Gunung Gede Pangrango juga termasuk Gunung Gede, yang merupakan gunung tertinggi di Jawa Barat.

Gunung Pangrango memiliki ketinggian sekitar 3.019 meter di atas permukaan laut. Tempat ini merupakan tujuan populer bagi pendaki gunung dan pencinta alam yang ingin menikmati keindahan alam serta flora dan fauna yang beragam di kawasan Taman Nasional ini.

Pendakian ke Gunung Pangrango biasanya dimulai dari pintu masuk Taman Nasional Cibodas, yang terletak di kawasan Puncak, Jawa Barat. Dari sana, pendaki dapat mengikuti jalur pendakian yang telah ditentukan dan menikmati pemandangan alam yang spektakuler selama perjalanan. Taman Nasional ini juga memiliki berbagai jenis tumbuhan endemik dan satwa liar, sehingga pendakian ke Gunung Pangrango juga menjadi pengalaman ekologi yang menarik.

Sebelum mendaki Gunung Pangrango atau Gunung-Gunung lainnya di Indonesia, selalu penting untuk memeriksa perizinan dan persyaratan yang diperlukan, serta mempersiapkan diri dengan baik agar perjalanan berjalan dengan aman dan nyaman."
Merapi,https://datagunung.com/gunung/Merapi/info,,Unknown,https://datagunung.com/images/mobile-Merapi.webp,Gunung Merapi berada di provinsi Jawa Tengah dengan ketinggian 2968 mdpl.
Gede,https://datagunung.com/gunung/Gede/info,,Unknown,https://datagunung.com/images/mobile-Gede.webp,Gunung Gede berada di provinsi Jawa Barat dengan ketinggian 2958 mdpl.
Talakmau,https://datagunung.com/gunung/Talakmau/info,,Unknown,https://datagunung.com/images/mobile-Talakmau.webp,Gunung Talakmau berada di provinsi Sumatra Barat dengan ketinggian 2919 mdpl.
Puyul Sojol,https://datagunung.com/gunung/Puyul Sojol/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,"Dengan ketinggian 2898 mdpl, terletak diperbatasan kecamatan Sojol, Kabupaten Donggala dengan kecamatan Tinombo, kabupaten Parigi Moutong di Provinsi Sulawesi Tengah.

Terdapat dua jalur pendakian, yaitu melalui jalur barat yang dimulai dari Desa Siboang, kecamatan Sojol, dan jalur timur yang dimulai dari Desa Bobalo, kecamatan Palasa.

Gunung Sojol telah menjadi cagar alam yang termasuk ke dalam wilayah Kabupaten Donggala, Kabupaten Parigi Moutong dan Kabupaten Tolitoli."
Marapi,https://datagunung.com/gunung/Marapi/info,,Unknown,https://datagunung.com/images/mobile-Marapi.webp,"Gunung Marapi adalah salah satu gunung yang terletak di Pulau Sumatera, Indonesia. Lebih tepatnya, gunung ini berada di Provinsi Sumatera Barat. Marapi memiliki ketinggian sekitar 2.891 meter di atas permukaan laut, menjadikannya salah satu gunung tertinggi di Sumatera.

Gunung Marapi adalah gunung berapi yang masih aktif, dan sejarah aktivitas vulkaniknya dapat ditelusuri hingga zaman kolonial Belanda. Aktivitas vulkanik di masa lalu telah memberikan kontribusi pada keindahan serta keberagaman bentang alam di sekitarnya."
Geureudong,https://datagunung.com/gunung/Geureudong/info,,Unknown,https://datagunung.com/images/mobile-Geureudong.webp,Gunung Geureudong berada di provinsi Aceh dengan ketinggian 2885 mdpl.
Singgalang,https://datagunung.com/gunung/Singgalang/info,,Unknown,https://datagunung.com/images/mobile-Singgalang.webp,Gunung Singgalang berada di provinsi Sumatra Barat dengan ketinggian 2877 mdpl.
Lompobattang,https://datagunung.com/gunung/Lompobattang/info,,Unknown,https://datagunung.com/images/mobile-Lompobattang.webp,"Gunung Lompobattang adalah salah satu gunung yang terletak di Provinsi Sulawesi Selatan, Indonesia. Gunung ini terkenal dengan pemandangan alamnya yang indah, serta merupakan salah satu gunung tertinggi di Sulawesi Selatan. 

Gunung ini terletak di wilayah Kabupaten Gowa, Sulawesi Selatan, tidak terlalu jauh dari Kota Makassar, ibu kota provinsi. Gunung ini juga menjadi bagian dari Pegunungan Lompobattang-Bawakaraeng. Dari puncak Gunung Lompobattang dapat melihat puncak Gunung Bawakaraeng.

Tipe Gunung: Gunung Lompobattang merupakan gunung api tidak aktif tipe stratovolcano.

Pendakian: Gunung Lompobattang menjadi salah satu tujuan pendakian yang cukup populer bagi pendaki di Sulawesi. Jalur pendakiannya tergolong menantang, dengan medan yang berbatu dan curam di beberapa bagian. Karena jalurnya yang relatif sulit, pendakian ke puncaknya biasanya memerlukan persiapan fisik yang baik dan perlengkapan yang memadai."
Katopasa,https://datagunung.com/gunung/Katopasa/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,"Gunung Katopasa mempunyai ketinggian setinggi 2865 meter, terletak di daerah Tojo, regensi Poso, dengan jarak sekitar 350 km dari Kota Palu.
Gunung sebelah utara berbatasan dengan desa Podi dan di sebelah selatan dengan desa Mire. Di bagian timur berdekatan dengan sungai Ulu Bongka dan bagian barat berdekatan dengan Cagar alam Morowali.
Titik awal pendakian melalui desa Mire dan mengarah ke sepanjang pantai utara semenanjung Sulawesi antara Kota Poso dan Luwuk."
Patah,https://datagunung.com/gunung/Patah/info,,Unknown,https://datagunung.com/images/mobile-Patah.webp,Gunung Patah berada di provinsi Bengkulu dengan ketinggian 2852 mdpl.
Bawakaraeng,https://datagunung.com/gunung/Bawakaraeng/info,,Unknown,https://datagunung.com/images/mobile-Bawakaraeng.webp,"Gunung Bawakaraeng adalah sebuah keindahan alam yang memukau di pulau Sulawesi, Indonesia. Terletak di provinsi Sulawesi Selatan, gunung berapi ini menawarkan pemandangan yang menakjubkan dan pengalaman yang tak terlupakan bagi para pengunjung yang mencintai petualangan dan keindahan alam.

Ketinggian Gunung Bawakaraeng, bersama dengan keberadaannya sebagai bagian dari busur vulkanik Sulawesi, memberikan daya tarik tersendiri. Dikelilingi oleh hamparan hijau dan kebun pertanian, gunung ini tidak hanya menawarkan pemandangan alam yang menakjubkan, tetapi juga memberikan kesempatan bagi para pendaki dan pencinta alam untuk menjelajahi keindahan yang alami dan unik.

Sulawesi Selatan memiliki kekayaan budaya yang kaya, dan Gunung Bawakaraeng menjadi bagian integral dari lanskap geografis dan sejarah lokal. Ketika Anda mendaki gunung ini, Anda akan merasakan kekayaan alam dan keindahan budaya yang melekat pada setiap langkah perjalanan Anda."
Cikuray,https://datagunung.com/gunung/Cikuray/info,,Unknown,https://datagunung.com/images/mobile-Cikuray.webp,"Gunung Cikuray terletak di Kabupaten Garut, Jawa Barat,  memiliki ketinggian 2821 mdpl dan merupakan gunung tertinggi keempat di Jawa Barat setelah Gunung Ciremai, Gunung Pangrango dan Gunung Gede.

Untuk mencapai Cikuray dapat ditempuh dengan kendaraan umum dari Bandung atau dari Tasik menuju terminal Guntur. 

Tiga jalur pendakian gunung Cikuray yang biasa digunakan, yaitu via Pemancar Cilawu, via Bayongbong dan via Cikajang.Jalur pendakian Gunung Cikuray melalui Pemancar merupakan jalur yang paling umum dilalui oleh para pendaki, karena jalur ini relatif mudah diakses untuk urusan transportasi."
Peuet Sagoe,https://datagunung.com/gunung/Peuet Sagoe/info,,Unknown,https://datagunung.com/images/mobile-Peuet Sagoe.webp,Gunung Peuet Sagoe berada di provinsi Aceh dengan ketinggian 2801 mdpl.
Ijen,https://datagunung.com/gunung/Ijen/info,,Unknown,https://images.unsplash.com/photo-1500100711100-fa7d55b8f658?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=800&h=450&q=80,"Kawah Ijen, yang terletak di Pegunungan Ijen, Jawa Timur, Indonesia, adalah salah satu kawah vulkanik yang paling menakjubkan di dunia. Berikut adalah deskripsi lebih rinci tentang Kawah Ijen:

Keunikan Geologis:
Kawah Ijen merupakan kawah vulkanik dengan diameter sekitar 722 meter dan kedalaman sekitar 200 meter. Di tengah kawah, terdapat danau asam yang terkenal dengan warna biru-kehijauan yang indah, dikenal sebagai Danau Kawah Ijen. Keunikan danau ini disebabkan oleh tingginya kandungan belerang dan keasaman airnya.

Pertambangan Belerang:
Salah satu ciri khas Kawah Ijen adalah aktivitas pertambangan belerang yang dilakukan secara tradisional oleh para pekerja lokal. Para pekerja membawa belerang yang mereka ambil dari dalam kawah dengan cara manual, seringkali menggunakan keranjang yang diikatkan di punggung mereka. Ini adalah pekerjaan yang berat dan memerlukan ketahanan fisik yang tinggi.

Blue Fire (Api Biru):
Fenomena alam langka yang dapat diamati di Kawah Ijen adalah Blue Fire atau api biru. Hal ini disebabkan oleh pembakaran gas belerang yang keluar dari celah-celah kawah. Blue Fire ini terutama terlihat pada malam hari dan menciptakan pemandangan yang spektakuler.

Pemandangan Alam:
Selama pendakian menuju kawah, pengunjung akan disuguhi dengan pemandangan alam yang luar biasa, termasuk hutan tropis, vegetasi alpine, dan pemandangan gunung yang menakjubkan. Pendakian yang melibatkan jalur curam ini membutuhkan usaha, tetapi pengalaman menyaksikan keindahan alamnya sangatlah memuaskan.

Akses dan Pendakian:
Akses ke Kawah Ijen dimulai dari pos pendakian Paltuding. Pendakian ini memerlukan waktu beberapa jam, tergantung pada kecepatan dan kondisi fisik pengunjung. Rute pendakian menawarkan pemandangan indah sepanjang perjalanan.


Keindahan Malam:
Melihat Kawah Ijen pada malam hari dapat menjadi pengalaman yang luar biasa, terutama untuk menyaksikan Blue Fire. Pemandangan malam di kawah ini menciptakan atmosfer yang magis.

Kawah Ijen tidak hanya menjadi tujuan bagi para pendaki dan pencinta alam, tetapi juga menyuguhkan gambaran unik tentang interaksi manusia dengan lingkungannya yang penuh tantangan."
Bulu Baria,https://datagunung.com/gunung/Bulu Baria/info,,Unknown,https://datagunung.com/images/mobile-default-image.webp,"Gunung Bulubaria berada tepat di Desa Manimbahoi, Kecamatan Parigi, Kabupaten Gowa, Sulawesi Selatan.  Gunung Bulubaria memiliki ketinggian sekitar 2853 mdpl.

Lokasi gunung Bulubaria berada di antara gunung Lompobattang dan gunung Bawakaraeng.
Jalur pendakian Bulubaria dibuka secara resmi sejak 11 Oktober 2021."
Tambora,https://datagunung.com/gunung/Tambora/info,,Unknown,https://datagunung.com/images/mobile-Tambora.webp,Gunung Tambora berada di provinsi Nusa Tenggara Barat dengan ketinggian 2722 mdpl.
Papandayan,https://datagunung.com/gunung/Papandayan/info,,Unknown,https://images.unsplash.com/photo-1580808327337-731f57b77991?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=800&h=450&q=80,"Gunung Papandayan adalah sebuah gunung berapi yang terletak di Jawa Barat, Indonesia. Gunung ini terletak sekitar 70 kilometer di sebelah tenggara Kota Bandung, tepatnya di wilayah Kabupaten Garut. Papandayan merupakan salah satu tujuan wisata populer di Jawa Barat karena keindahan alamnya yang menarik.

Gunung Papandayan memiliki ketinggian sekitar 2.665 meter di atas permukaan laut. Gunung ini terkenal dengan keindahan pemandangan alamnya yang meliputi lembah hijau, danau kawah, serta panorama pegunungan yang spektakuler. Kawah gunung ini dikenal dengan sebutan ""Kawah Mas"", yang merupakan kawah utama di Papandayan.

Selain keindahan alamnya, Gunung Papandayan juga memiliki jalur pendakian yang menarik bagi para pendaki, seperti jalur Cisurupan (jalur utama) dan jalur Pengalengan. Pendakian ke puncak gunung ini relatif cukup menantang, namun pemandangan yang ditemui di puncak akan sangat memuaskan.

Gunung Papandayan juga memiliki fenomena alam yang menarik, seperti aktivitas fumarol, yaitu keluarnya uap panas dan belerang dari celah-celah gunung. Terdapat juga beberapa objek wisata menarik di sekitar Gunung Papandayan, seperti Pancuran Pitu, Telaga Bodas, dan Candi Cangkuang."
